code	gen1	gen2	gen3	gen4	gen5	gen6	gen7	gen8	gen9	gen10	gen11	gen12	gen13	gen14	gen15	gen16	gen17	gen18	gen19	gen20	gen21	gen22	gen23	gen24	gen25	gen26	gen27	altitude	pluvio_yr	forest	pluvio_1	pluvio_2	pluvio_3	pluvio_4	pluvio_5	pluvio_6	pluvio_7	pluvio_8	pluvio_9	pluvio_10	pluvio_11	pluvio_12	geology	evi_1	evi_2	evi_3	evi_4	evi_5	evi_6	evi_7	evi_8	evi_9	evi_10	evi_11	evi_12	evi_13	evi_14	evi_15	evi_16	evi_17	evi_18	evi_19	evi_20	evi_21	evi_22	evi_23	lon	lat	surface
1260	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403,4594726563	1450,3333740234	2	82,7990264893	96,2382507324	143,9284210205	144,3833007813	110,222038269	105,3544006348	87,7539215088	95,4891967773	151,0343017578	172,4632568359	163,7250213623	98,2725524902	3	0,3967372179	0,4030391872	0,4268741012	0,4774278998	0,5072622895	0,5551939011	0,5403905511	0,5387759805	0,5531255603	0,5346290469	0,5294418931	0,4801086783	0,5038363934	0,4762338698	0,5425583124	0,5555834174	0,5403779745	0,5501844287	0,5254556537	0,5363006592	0,4988683462	0,4795981348	0,4136930406	15,968168225	1,1265960972	2
2816	3	4	1	0	0	2	3	0	6	51	80	22	29	38	14	4	12	19	0	2	48	1	5	7	61	10	0	574,9779663086	1443	7	27,6666660309	52	130,5	128,1666717529	123,8333358765	146,3333282471	159,1666717529	182,1666717529	170	182,1666717529	78,6666641235	23,1666660309	3	0,3217570484	0,3438442051	0,4051380455	0,4624244869	0,4622829556	0,4980877042	0,4988211691	0,5095303059	0,5054494143	0,5123958588	0,47480762	0,4567851722	0,4708600938	0,479614228	0,4621905386	0,5074076056	0,5024114847	0,496291697	0,4671347439	0,4172881544	0,4190090895	0,3841361105	0,3442834914	17,1301097663	3,9377449874	16,5
1844	2	0	0	0	2	0	1	0	2	17	12	6	50	0	5	0	1	0	0	4	3	0	5	1	7	8	2	364,5321655273	1403	5	67,3838882446	77,1580200195	134,5670776367	130,1498565674	119,5563659668	109,6134414673	123,3822479248	109,0919189453	143,4961395264	164,3596191406	138,1045379639	73,9554138184	2	0,3253079057	0,3760837018	0,3903751671	0,4236134887	0,4086759686	0,4763904512	0,4754122496	0,4703588188	0,4858478904	0,462449193	0,4400153756	0,4201509058	0,4179335833	0,415181607	0,4290752709	0,4374199212	0,4936330616	0,4878229499	0,4703104496	0,4730437398	0,4388690293	0,4125805497	0,3594440818	16,4554340326	1,65134389	8
2256	4	1	2	0	0	1	0	6	3	3	19	12	23	4	1	2	0	0	49	0	4	0	9	11	19	2	0	389,2094116211	1445	5	69,8333358765	81,1666641235	144	138,3333282471	123	105	136,3333282471	103,1666641235	139,5	163	139,6666717529	72,3333358765	6	0,3409769833	0,4186505973	0,4325991273	0,4209681749	0,4651748836	0,5145454407	0,504408896	0,5212841034	0,5116782784	0,510753274	0,4829076827	0,4449481368	0,4401128292	0,4645643234	0,4695664644	0,4903711677	0,4816330373	0,4992363751	0,4881431758	0,5096778274	0,4870968163	0,4869311154	0,3993262351	16,7552899142	1,5763799196	9
1780	0	2	0	6	1	0	0	13	0	0	2	0	2	1	5	0	0	0	4	0	1	0	6	12	35	0	0	546,4634399414	1494,8889160156	1	27,8969039917	54,3230133057	137,4209442139	152,4312744141	143,7852478027	139,3660583496	148,2800750732	178,4072265625	172,5498504639	207,2027893066	91,0635681152	21,7749233246	3	0,3674361706	0,3626165092	0,4096416831	0,4496040344	0,4662702978	0,4977196157	0,5262705684	0,5500745773	0,5294740796	0,5239267945	0,5174527764	0,5108879805	0,5048818588	0,4433236718	0,4948168099	0,4946846068	0,4972530305	0,5062372088	0,4626404047	0,4666391611	0,4237481952	0,4190545678	0,3695107996	16,3804700622	3,862781017	6
3417	0	8	0	2	0	0	1	4	1	46	47	0	12	0	0	1	13	3	9	0	2	1	3	8	12	21	19	376,024597168	1421	1	50,214969635	76,1723327637	106,3011322021	130,4299316406	113,7578964233	142,7200317383	131,4084625244	152,9517059326	149,0321960449	159,5969085693	104,8765640259	44,4084663391	6	0,3403302133	0,3477386534	0,3703130484	0,453279376	0,5123641491	0,4872249961	0,530878365	0,5139724016	0,5149399638	0,5079661608	0,4932772517	0,4648854434	0,4656706154	0,4796461165	0,4907623231	0,501054883	0,4952699542	0,5023403764	0,4863112867	0,4711144865	0,4700810611	0,4245893359	0,3541723788	17,8422674851	2,8507674165	10,5
1377	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	2	0	0	0	0	0	0	340,0293273926	1431	5	78,0451507568	104,6201019287	129,9924926758	160,2160949707	123,8265762329	88,9167022705	71,0367202759	73,9247436523	145,0026550293	177,9688110352	169,9350280762	96,8412322998	6	0,3728934228	0,4215423763	0,3839716613	0,4571225047	0,4264911115	0,4617412388	0,5054777265	0,4838696122	0,4890914559	0,5078247786	0,4447367489	0,415130049	0,4361503124	0,4158221185	0,4900163114	0,5052102208	0,5310286283	0,5290378332	0,4874521494	0,460959971	0,4806028306	0,4860773683	0,4108656943	16,1180961658	0,5643663191	1,5
487	0	0	0	0	0	0	9	0	0	18	10	11	8	0	0	0	2	1	3	0	0	0	0	7	3	15	31	395,1110534668	1414	1	56,5689163208	81,8966217041	129,6896514893	155,1493225098	137,3276977539	104,9428024292	108,8389587402	103,2072067261	154,1150817871	187,8851318359	122,7815246582	59,7815322876	1	0,3523457944	0,3615846336	0,4097371399	0,4478532672	0,4328442216	0,5245227814	0,5231370926	0,5442796946	0,5213343501	0,5462298393	0,508987844	0,4792354405	0,4705654979	0,4581072628	0,4695495665	0,5051745176	0,5465404987	0,5318130851	0,4852444232	0,5034564734	0,4596471786	0,4429055154	0,3349085152	15,1435645505	2,1011277125	6
126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	728,3425292969	1469	6	37,8402099609	58,6681976318	129,9763031006	173,8249206543	173,2583770752	140,9961853027	127,1918869019	126,321105957	174,3616027832	205,4961853027	133,1590270996	29,6628456116	5	0,3503595591	0,3530125618	0,4132939875	0,4192599356	0,4532696903	0,4976654351	0,4892367423	0,466283977	0,4838188291	0,4572373331	0,4536266923	0,4100564122	0,4115775824	0,3504237533	0,4042212963	0,4466551542	0,4488760531	0,4724843204	0,4539832771	0,4137810767	0,3908369243	0,395785898	0,3696196973	13,7942130832	3,487961165	0,5
2911	0	0	3	0	0	0	0	0	0	3	11	5	9	0	0	0	2	0	0	1	3	0	0	7	2	5	3	369,7250671387	1477,6666259766	7	64,2580413818	85,8493881226	137,2988586426	128,0060882568	109,6672210693	109,5245819092	140,1516113281	138,4922485352	155,0258483887	172,4189758301	113,2311706543	60,8778800964	6	0,3194806576	0,3818586469	0,3659629822	0,4147061408	0,4611293972	0,4815090001	0,4841063023	0,5183842778	0,4898407161	0,481458813	0,4852722883	0,4335269928	0,4396761358	0,4227409363	0,4706604481	0,4861835837	0,4810984433	0,4950325191	0,4548765421	0,453217715	0,4565009475	0,4274354875	0,3552585542	17,2425557219	2,1760916829	3,5
1356	0	0	0	0	0	0	4	17	1	0	4	3	5	0	0	0	1	0	10	1	0	0	2	9	2	3	0	349,671081543	1456,1110839844	2	70,8283081055	72,3694000244	133,7905426025	138,8619689941	122,8589630127	111,0763778687	107,8004608154	106,7029647827	153,3890380859	170,424331665	143,9575958252	88,3636932373	6	0,3070368767	0,3019706905	0,3492056429	0,367623806	0,3887529373	0,4365240633	0,4361440241	0,4418176413	0,4364752471	0,4179305136	0,4247263968	0,3922114074	0,3997578323	0,3977416158	0,4229218364	0,4297886789	0,4362908304	0,4459092021	0,4421841204	0,4301594198	0,4101485312	0,3960431218	0,3143648803	16,0806141806	1,6138619048	2,5
2576	6	0	1	0	0	2	0	3	1	24	37	17	2	4	2	1	3	0	0	0	13	1	4	6	28	8	0	381,8032836914	1469	7	63,7207527161	78,0049133301	147,7098999023	133,318572998	115,5049133301	103,2010803223	147,8235015869	126,8682556152	155,50050354	183,7890777588	120,7448348999	61,2792472839	6	0,3391189277	0,3553491235	0,3780189753	0,4158097804	0,4571250975	0,4957198501	0,498629272	0,4995160699	0,494435519	0,4884180129	0,4866302013	0,447935015	0,4344779551	0,4274208844	0,4916215539	0,4592945576	0,5100234151	0,4749413729	0,4654521942	0,4588867724	0,4476788938	0,4254101813	0,3485125303	16,9801818255	2,0636457272	14
1722	20	5	0	1	0	1	1	52	0	49	138	19	121	0	8	12	0	0	94	0	20	1	35	57	156	0	0	615,8375854492	1527,7778320313	7	27,958650589	49,9987335205	136,9185638428	129,7881774902	130,4247589111	156,2544250488	150,2481079102	183,9035186768	185,5400848389	217,82081604	94,3596343994	30,6390991211	3	0,3549769223	0,3986268044	0,4227978885	0,4594105482	0,4569408894	0,4924085736	0,4977443516	0,5120233893	0,5002473593	0,4950642884	0,4701507986	0,4490002692	0,4873798788	0,4322087169	0,4661052823	0,46815449	0,4864078462	0,4891281426	0,4482494891	0,4258955717	0,4048117697	0,4174827933	0,3748112023	16,342988077	3,5254431502	30,5
688	2	0	0	2	0	0	5	0	0	8	16	22	51	0	0	0	0	0	7	0	9	1	3	1	3	35	0	473,8090515137	1462	1	54,7269248962	76,3454284668	143,7811431885	140,272064209	139,895614624	109,6144714355	114,4929504395	115,1043930054	156,9467926025	188,2841644287	130,5050354004	66,1747283936	1	0,3740688562	0,3758119941	0,4587812424	0,4504183829	0,4738107622	0,5286374688	0,5597112179	0,5460240841	0,5241877437	0,5166076422	0,5015544891	0,4841067195	0,4623328745	0,4543383718	0,4547571242	0,5430380106	0,507625401	0,5002766848	0,4890565276	0,4851466119	0,4630582929	0,4298721254	0,3415399492	15,4809024173	2,2510556533	14,000263103
304	1	0	0	0	1	1	0	2	2	2	14	7	5	0	0	1	0	0	0	4	5	0	1	2	1	21	2	669,1992797852	1471,3333740234	7	33,1464309692	67,1370239258	126,2324905396	149,0104980469	163,1300201416	130,3816223145	153,4091491699	131,6793518066	190,3847351074	180,5234375	122,0176544189	21,490978241	5	0,3521909714	0,385499537	0,4245619774	0,454900682	0,4116345346	0,5263691545	0,5156223178	0,495749414	0,4982571602	0,4813474715	0,4616171718	0,4623632431	0,4348425865	0,4513711035	0,4589444697	0,4447501898	0,493109405	0,4829784036	0,447691232	0,4012168646	0,4247246087	0,4035612345	0,3414572179	14,4688888168	3,7878170466	8,5
3570	2	1	3	0	0	1	0	3	6	23	26	11	4	3	4	2	3	4	20	0	6	1	0	6	3	16	6	410,2091064453	1453,7778320313	5	47,3242912292	61,1986618042	130,4917449951	138,0992584229	108,1748352051	144,0679321289	138,3092651367	147,5526123047	153,3906860352	154,7457580566	102,3076171875	43,7688522339	2	0,3460363448	0,3698295355	0,3988833427	0,4416556656	0,4659250677	0,4853425324	0,5070096254	0,5203687549	0,5032765269	0,5103391409	0,4559492469	0,4539481699	0,4476769567	0,4533878267	0,4845134616	0,490391016	0,4944081008	0,5003923178	0,4962185025	0,4978533685	0,4639713168	0,4391936362	0,3513458967	18,2545693224	3,1131413129	10,5
2455	0	0	1	0	0	0	0	3	0	8	4	0	3	0	0	4	0	0	2	1	1	0	2	5	19	0	0	594,5983886719	1465,3333740234	7	35,2408676147	51,9514083862	130,9052886963	114,5233078003	128,9506988525	143,9905548096	153,7691040039	185,6970672607	171,255279541	198,807144165	93,6103820801	25,5468769073	3	0,3444503248	0,3604460955	0,4070520401	0,4420923591	0,4784286916	0,5268683434	0,4640629888	0,5023641586	0,4898780882	0,4981931448	0,4652936459	0,4589180648	0,4701149464	0,4472269714	0,4715569317	0,4407181144	0,4935908914	0,4651704133	0,4655945599	0,4045594931	0,4203092456	0,4039616585	0,3448796272	16,8677358698	3,5629251354	2,25
2345	1	0	0	0	0	0	0	7	1	4	7	1	3	4	1	2	0	0	0	0	3	3	4	3	22	0	0	492,7174987793	1459,5555419922	7	38,7279205322	47,3556442261	124,0963897705	114,832862854	128,5740814209	144,6096801758	149,8423461914	179,0042724609	169,3200378418	204,7887115479	90,9738769531	28,8903141022	3	0,3500640094	0,3641036749	0,4024796486	0,4445897937	0,50378263	0,4932874143	0,4556853175	0,5014536381	0,4767044187	0,4905366898	0,468615979	0,4252756834	0,4626144767	0,4691798091	0,462536931	0,472441256	0,5033153296	0,4994289875	0,4754342437	0,4087117612	0,4275626838	0,3965872824	0,3384006321	16,7927718994	3,4129971946	4,28
201	2	0	0	0	15	0	3	0	3	46	14	10	7	0	4	2	0	0	0	11	2	0	0	0	4	72	15	622,2428588867	1517,2221679688	6	41,4509544373	57,7056274414	125,5705718994	170,9424285889	178,4743804932	137,9649810791	127,5344924927	135,1672973633	184,1169281006	205,2188720703	121,6769256592	36,7256813049	5	0,36296013	0,3681342304	0,4044975936	0,4271118343	0,4423119724	0,4982333481	0,5054524541	0,4652459025	0,4993482828	0,4739523828	0,4607231021	0,436715126	0,425170064	0,4006271958	0,4024407566	0,4707939625	0,4934700131	0,4571996331	0,4198043942	0,4172243178	0,4168785214	0,4221963882	0,3494672179	14,2814788908	3,1131413129	22
2611	10	0	1	3	0	1	0	1	0	26	20	1	24	2	2	8	3	0	2	2	14	0	3	11	77	1	0	487,3510131836	1442,3333740234	7	32,8381690979	49,5954208374	118,3381652832	108,529006958	116,3526687622	143,0144958496	158,7475738525	182,9819335938	169,8188323975	187,7849884033	93,6715011597	29,5422420502	3	0,3345071673	0,3374292254	0,4042103887	0,416536659	0,4603432119	0,5034047961	0,4613957703	0,4888470173	0,4818997979	0,4802931547	0,4549261332	0,4121667743	0,4579496086	0,4531566799	0,4778052866	0,4698159397	0,5017184019	0,4491678178	0,4352544248	0,4133327305	0,4211103916	0,3934204578	0,3389306664	16,9801818255	3,4504791798	10,5
1290	2	0	0	0	0	0	0	0	0	27	4	0	0	44	0	0	0	0	0	2	1	0	0	2	0	3	0	373,774597168	1450	5	82,6666641235	96	144,1666717529	144,8333282471	110,5	105,5	87,8333358765	95,8333358765	151,1666717529	172	163,5	98,1666641235	6	0,3611837626	0,3669068813	0,4013129771	0,4644126594	0,4961829782	0,5032406449	0,5293821692	0,4991031289	0,5205590725	0,5070830584	0,4813511074	0,4398695827	0,4669932723	0,4373472631	0,4656443298	0,5008640289	0,5016217828	0,4835746288	0,4674425125	0,4943383038	0,4746182859	0,4435501993	0,3831989467	16,0056502102	1,1640780824	8
2786	5	4	8	1	0	3	0	22	3	23	51	13	40	3	2	2	0	0	0	5	13	6	16	24	70	1	0	433,1174621582	1461	7	66,6666641235	75,5	130,5	125	121	113,3333358765	128,1666717529	143,1666717529	158,8333282471	182	104,3333358765	62	6	0,3373045325	0,3860003054	0,3846854866	0,4519052804	0,4880068898	0,5046020746	0,4862360954	0,5314174294	0,5086916089	0,4878365993	0,4891648591	0,4418335557	0,4697091281	0,4257638156	0,4458914399	0,4735995531	0,4901114106	0,4585802555	0,4497370422	0,4611281157	0,4730155468	0,4171715975	0,3620507419	17,1301097663	2,4009835941	20,5
192	6	1	0	0	3	1	0	0	2	208	31	13	8	0	7	1	1	0	0	2	27	0	2	1	5	66	0	635,2406005859	1502,8889160156	6	39,4311408997	53,4985084534	126,1007003784	167,0841369629	170,400970459	139,8697357178	129,1846160889	136,3653259277	175,572555542	210,3483123779	122,0795822144	35,4788398743	5	0,3637203276	0,3891254365	0,3995674849	0,416098386	0,4561988115	0,4718362987	0,4903562069	0,4694864154	0,4874949455	0,4629596472	0,462433815	0,4194769561	0,4132249653	0,4129870534	0,4105431139	0,4195533693	0,4666138291	0,4664185047	0,4351858497	0,4152596295	0,3974758089	0,4125563502	0,346780926	14,2439969056	3,1881052833	22,5
1839	13	0	0	0	0	0	3	0	0	40	28	24	4	0	2	0	0	0	0	5	1	0	4	1	2	46	10	367,6931762695	1445,5555419922	5	71,8914260864	77,2556991577	146,1970825195	143,2399597168	133,0732879639	105,3528747559	111,3105239868	105,2947845459	151,2361602783	158,9033508301	144,0852355957	85,3523406982	6	0,347630024	0,383636564	0,4294675291	0,4650508463	0,4846191108	0,4988611341	0,5138952136	0,5104780793	0,5275920033	0,5020988584	0,4691453874	0,4384848475	0,4360407293	0,4398695827	0,4781936109	0,4608262479	0,522975564	0,4892465174	0,4947632551	0,5117264986	0,4680610597	0,4404976964	0,3923290074	16,4554340326	1,463933964	10,5
1732	5	1	0	0	1	2	0	0	0	49	40	0	16	1	0	0	2	0	0	10	1	0	4	2	3	25	0	358,5743103027	1459,1110839844	1	80,3333358765	98,4954528809	148,669921875	153,4928436279	130,2501678467	108,9879684448	87,5045471191	85,5880432129	154,4974060059	168,8369140625	165,9200897217	90,0022735596	6	0,3485657573	0,3554900885	0,4122665823	0,4848436415	0,4926644564	0,530416131	0,5075578094	0,5263773203	0,5068417192	0,509911418	0,4894399643	0,4427659214	0,4689263403	0,4441212416	0,5105806589	0,4919993877	0,5142184496	0,5449115634	0,4699701071	0,4852971435	0,4887781739	0,4518945217	0,4023751318	16,3804700622	0,7892582303	18,5
3008	5	4	4	0	1	2	0	45	1	46	54	1	31	0	2	1	2	0	3	2	15	0	25	54	130	4	0	464,3551940918	1402	1	41,3333320618	63,5	103,5	113,5	112,1666641235	131,1666717529	143,8333282471	167,6666717529	161,1666717529	170,8333282471	97,5	39,6666679382	6	0,3644529879	0,3804006875	0,4180523455	0,4342240095	0,4762129188	0,5565324426	0,5260452628	0,5227730274	0,5166924596	0,4814182222	0,478943795	0,4610904455	0,4732908905	0,4887705445	0,4795179665	0,4781751931	0,4977124929	0,5021253228	0,4588395655	0,486826241	0,4555832148	0,433319658	0,3634711802	17,3175196923	3,0006953573	15,44
3209	0	4	1	0	0	0	0	6	0	19	13	9	6	0	0	0	2	0	5	0	1	0	3	11	4	3	13	369,9867248535	1426,6666259766	7	58,3699264526	78,4125900269	111,2764434814	128,1016235352	107,7032623291	121,4025344849	134,9512634277	144,0508117676	154,0955505371	161,8088684082	99,1037139893	50,3191146851	6	0,3272226155	0,3483078182	0,3811946511	0,459921509	0,4470725656	0,477181077	0,4975814223	0,5080059767	0,4979622364	0,5006555915	0,4540872872	0,4475642145	0,4380064905	0,4289341569	0,4679302573	0,4822570682	0,5189444423	0,4890362918	0,4571076035	0,4556277692	0,4216466248	0,4054333568	0,3576491475	17,5424116035	2,6258755053	7
513	4	24	0	7	3	0	20	17	0	17	35	59	25	0	5	0	48	0	420	11	16	0	24	9	29	108	75	629,2132568359	1441	1	21,3337478638	58,8335380554	120,6583786011	144,1602478027	167,4908752441	148,1689453125	152,8368530273	153,3302154541	175,9991760254	187,3312530518	86,1631393433	24,3308467865	5	0,3780814707	0,3916903734	0,417108506	0,4760399461	0,4793470204	0,5269632936	0,5477283001	0,52072227	0,5334451199	0,5164598227	0,517603755	0,4947044551	0,5027655363	0,4814274013	0,4761403203	0,482630372	0,5037010312	0,5151285529	0,469778955	0,456230253	0,4487236142	0,4223238528	0,3943213522	15,2185285209	3,8252990318	28
840	3	0	0	1	0	0	0	0	1	6	4	4	8	0	0	0	0	0	0	0	2	0	1	0	1	8	1	562,8056640625	1498	7	48,663936615	73,6666641235	150,9761199951	141,1717834473	136,8367462158	106,1755371094	123,3343582153	127,8265075684	169,510925293	196,8346862793	121,5156936646	52,6666679382	1	0,3618332148	0,3745419681	0,4285515845	0,4680416882	0,4642778635	0,5205920339	0,5428876281	0,5211913586	0,5054829121	0,4831041098	0,4705085456	0,4437238574	0,4462813437	0,4213247001	0,4608353376	0,472910285	0,496049881	0,4830239713	0,446406126	0,4407740235	0,4287669659	0,4030408561	0,3383967578	15,5933483729	2,4384655793	3,0000055206
1122	3	0	0	0	0	0	0	5	0	17	3	0	8	0	3	1	0	0	8	2	4	0	3	4	1	0	1	458,3381958008	1467	1	79,5026168823	89,3321075439	139,1658325195	141,6700592041	117,0012283325	101,1691207886	93,5001525879	97,4973068237	163,4996185303	178,6682128906	161,4993896484	96,6682815552	1	0,3775876462	0,385383904	0,4303095341	0,4526021481	0,5198692083	0,5460895896	0,5153748393	0,5119518042	0,5395435095	0,5087479949	0,4816194773	0,4548466206	0,4736333787	0,4879723489	0,5038378835	0,4850803316	0,5444953442	0,5006643534	0,5099992752	0,4883649349	0,4664731622	0,4571590722	0,3788538277	15,8182402842	1,3514880084	5,5
836	2	0	0	0	0	0	0	20	0	7	3	0	0	2	1	0	0	0	1	0	1	0	3	7	3	0	0	460,9144897461	1503	5	73,1765594482	86,5064849854	141,1676940918	146,164276123	125,0119400024	118,5013656616	102,6659851074	93,1605224609	161,5064849854	184,4989776611	148,1676940918	100,6758804321	1	0,3644667268	0,371350348	0,4152460396	0,4577436745	0,5208511353	0,5432643294	0,539742887	0,5237826109	0,5024031997	0,4822815657	0,4720279276	0,4495532215	0,4284632504	0,4565751553	0,4830865562	0,4925653338	0,5046191812	0,5371760726	0,4775913656	0,4799055457	0,4731941819	0,4438372254	0,3557267487	15,5933483729	1,5763799196	5
3271	1	2	0	0	0	2	1	9	2	28	18	5	0	19	1	6	2	0	32	0	2	0	3	22	15	8	0	376,55078125	1401,0987548828	1	49,9987792969	77,7116622925	106,7255172729	125,3213729858	114,3794708252	131,2073669434	133,3729705811	148,3380432129	146,8350372314	162,3681488037	107,6516189575	41,5588111877	6	0,3530085981	0,3860723376	0,3983695507	0,4594297707	0,4718279243	0,4751654267	0,5369659662	0,5358119607	0,5296438336	0,5074099302	0,4900204241	0,4771440029	0,4825056195	0,4529693723	0,51714468	0,5135394335	0,5171663165	0,4886669517	0,4843167067	0,4816573262	0,45949471	0,4100081921	0,3638028502	17,6173755739	2,7758034461	10,5
1492	2	0	0	0	0	0	0	0	0	61	17	0	16	3	0	0	0	0	0	1	1	0	0	1	2	0	0	419,4513244629	1434	5	77,0986251831	91,9869308472	147,2572937012	144,5439758301	125,7166137695	106,6512908936	85,3710708618	96,5255126953	149,1496734619	163,2407836914	156,2046203613	92,2197647095	6	0,3536551595	0,3723235428	0,4034352899	0,4696594477	0,4973529577	0,4880080521	0,5136068463	0,5021023154	0,5202909112	0,5108787417	0,4854751229	0,4539180398	0,4502899051	0,4532516003	0,5078758597	0,4913913608	0,4716332257	0,5066197515	0,481703192	0,482337296	0,4740047455	0,4487120211	0,3814872503	16,1930601362	1,0516321268	5,5
2535	5	0	0	3	0	2	0	0	2	10	26	2	14	2	3	6	0	0	0	1	12	3	17	5	19	0	0	408,8672485352	1457,9505615234	7	47,5865135193	71,532623291	118,6548233032	124,4549865723	133,8603057861	115,1794815063	136,8290100098	141,5197296143	160,2921295166	178,7212219238	100,4347839355	54,0381736755	6	0,3313115239	0,3888735771	0,3978948593	0,4405082464	0,4819515347	0,5041045547	0,4906086326	0,5034540892	0,5045448542	0,4945618212	0,4970141649	0,4463488758	0,4761020541	0,430860579	0,4563758671	0,5093012452	0,4711202085	0,4670882523	0,4498906136	0,4620564878	0,4249798954	0,3930667937	0,3432664871	16,9426998403	2,7008394757	10
701	6	3	6	5	19	8	32	36	6	79	54	22	50	2	1	3	0	0	16	4	13	3	11	14	23	163	1	594,6143188477	1462	1	25,2811374664	54,6596107483	128,9808502197	150,576385498	160,6164855957	147,1596069336	159,8403930664	156,3825073242	178,0080566406	184,3925933838	93,6696853638	29,8353481293	5	0,369042635	0,4065162241	0,4455183446	0,4962206781	0,5001760125	0,5309912562	0,5362553596	0,5047729015	0,5311723948	0,511702776	0,5035349131	0,4963024557	0,4743852615	0,473828882	0,454347074	0,4792307317	0,4903765321	0,4980839491	0,4533562362	0,4499500394	0,420823276	0,409763068	0,3801797032	15,4809024173	3,7128530762	32
845	10	2	1	8	1	1	19	7	3	170	42	34	31	0	7	0	1	0	15	0	15	0	20	7	38	64	3	639,1451416016	1515	7	27,3310413361	64,143737793	124,5466156006	142,5015258789	146,5466156006	150,6674346924	154,8432617188	165,0038146973	192,4709625244	204,1376342773	107,4686660767	37,3142242432	5	0,3537021279	0,3957158923	0,4368582964	0,4515827596	0,4761186838	0,5500773191	0,5253904462	0,5369338393	0,520252645	0,5094029903	0,4882375598	0,4782154858	0,466270864	0,4673409164	0,4764293134	0,4900356531	0,5088734031	0,4555522203	0,4514068365	0,4377653897	0,4388539195	0,4193870425	0,3633979261	15,5933483729	3,487961165	19,5
1810	8	0	0	2	1	1	0	9	1	20	51	13	33	6	3	11	2	0	0	0	19	1	13	8	55	6	0	538,6259155273	1492	7	30,6330394745	52,9467849731	127,2171096802	126,3473739624	122,2394714355	146,5112609863	147,4972229004	179,6372833252	183,9440155029	209,4174041748	95,2394714355	31,0097942352	3	0,331864208	0,3676863909	0,3977158368	0,4320617616	0,4507659376	0,4742560089	0,4724505544	0,4998944998	0,495162636	0,4516815841	0,4717244804	0,4350683987	0,4751727283	0,4182747304	0,4493424296	0,4484430552	0,4805541337	0,4660105705	0,4286631346	0,4215982854	0,4246889055	0,3832499385	0,3435492814	16,4179520474	3,3755152094	17,5
1677	2	4	0	0	0	2	0	15	0	12	33	9	13	11	15	5	6	0	56	0	14	3	13	59	121	14	0	621,2067871094	1542	7	26,3742198944	49,6406478882	140,2738647461	147,5886230469	157,325302124	152,0966491699	155,6555175781	180,5929260254	179,451675415	225,7850036621	89,3779373169	26,6443634033	3	0,3511225283	0,3687157035	0,3971529305	0,4247126281	0,4565667808	0,4885140359	0,5157641768	0,5116730928	0,5028304458	0,4878562391	0,4949996173	0,4875217676	0,4811644852	0,4392198324	0,4939884841	0,4697913527	0,528685987	0,4823844731	0,4470464885	0,4397823811	0,4181535244	0,3923293054	0,3514668643	16,3055060918	3,7128530762	21
3486	4	4	6	0	0	3	1	17	1	63	26	0	5	5	0	7	12	7	329	0	2	0	11	31	14	70	8	364,1360473633	1432	1	53,4916152954	69,4925460815	114,6675949097	134,8510284424	108,5065231323	142,5009307861	131,3668670654	147,348236084	153,5055847168	148,3659362793	94,1666641235	50,6545562744	6	0,3443546593	0,3598454595	0,4049552083	0,4579480886	0,5036620498	0,5116835833	0,5139465332	0,5442422628	0,5097005367	0,5319470763	0,5123404264	0,4473960102	0,4613161385	0,4775662422	0,4826932251	0,5178775191	0,5038154721	0,5328550339	0,5284651518	0,4831498861	0,4934842288	0,452352345	0,3791788518	17,9921954259	2,7383214609	18,5
200	0	0	0	0	1	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	5	639,4932861328	1497	6	42,8741035461	60,5979309082	125,1238861084	173,1866760254	178,9253692627	135,3441009521	124,4626312256	128,7454528809	185,8815460205	203,6533966064	125,5983963013	37,5993118286	5	0,3531309068	0,3736412823	0,394841373	0,4232353866	0,425019145	0,4824388623	0,4941321015	0,4816730618	0,5092211962	0,4680714309	0,4740449786	0,4269576073	0,4213198721	0,3799857795	0,4150317907	0,4482943416	0,4616094232	0,4392386973	0,4118659794	0,4128952026	0,4095407426	0,4188022017	0,341898948	14,2814788908	3,0756593277	1
2750	4	0	1	5	0	0	0	0	0	17	22	0	16	2	5	4	0	0	0	0	13	0	13	5	17	1	0	449,7521972656	1437,3333740234	7	48,6940498352	62,0154762268	109,3678512573	119,0190429688	122,3232040405	126,3761901855	139,3916625977	154,1357116699	165,8660736084	178,0136871338	96,9845275879	44,1220245361	3	0,3476653099	0,3717673123	0,4025597274	0,4301135242	0,484679848	0,4961362183	0,4920653105	0,5326665044	0,5044521093	0,4850731492	0,485372901	0,4381580055	0,4684408009	0,4430829287	0,486246407	0,4897497892	0,5023727417	0,4667901397	0,4674764872	0,4559384584	0,4342011511	0,3968295753	0,3439337909	17,0926277811	2,8507674165	10,5
